id,type,sourceName,sourceVersion,unit,creationDate,startDate,endDate,value,device
386,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:37:00-03:00,2020-09-18 07:37:59-03:00,103.0,
387,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:38:00-03:00,2020-09-18 07:38:59-03:00,96.0,
388,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:39:00-03:00,2020-09-18 07:39:59-03:00,89.0,
389,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:40:00-03:00,2020-09-18 07:40:59-03:00,87.0,
390,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:41:00-03:00,2020-09-18 07:41:59-03:00,91.0,
391,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:42:00-03:00,2020-09-18 07:42:59-03:00,87.0,
392,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:43:00-03:00,2020-09-18 07:43:59-03:00,86.0,
393,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:44:00-03:00,2020-09-18 07:44:59-03:00,80.0,
394,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:45:00-03:00,2020-09-18 07:45:59-03:00,90.0,
395,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:46:00-03:00,2020-09-18 07:46:59-03:00,79.0,
396,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:47:00-03:00,2020-09-18 07:47:59-03:00,76.0,
397,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:48:00-03:00,2020-09-18 07:48:59-03:00,87.0,
398,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:49:00-03:00,2020-09-18 07:49:59-03:00,91.0,
399,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:50:00-03:00,2020-09-18 07:50:59-03:00,87.0,
400,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:51:00-03:00,2020-09-18 07:51:59-03:00,91.0,
401,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:52:00-03:00,2020-09-18 07:52:59-03:00,92.0,
402,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:53:00-03:00,2020-09-18 07:53:59-03:00,94.0,
403,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:54:00-03:00,2020-09-18 07:54:59-03:00,94.0,
404,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:55:00-03:00,2020-09-18 07:55:59-03:00,88.0,
405,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:56:00-03:00,2020-09-18 07:56:59-03:00,92.0,
406,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:57:00-03:00,2020-09-18 07:57:59-03:00,94.0,
407,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:58:00-03:00,2020-09-18 07:58:59-03:00,88.0,
408,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 07:59:00-03:00,2020-09-18 07:59:59-03:00,87.0,
409,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:00:00-03:00,2020-09-18 08:00:59-03:00,92.0,
410,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:01:00-03:00,2020-09-18 08:01:59-03:00,77.0,
411,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:02:00-03:00,2020-09-18 08:02:59-03:00,82.0,
412,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:03:00-03:00,2020-09-18 08:03:59-03:00,78.0,
413,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:04:00-03:00,2020-09-18 08:04:59-03:00,90.0,
414,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:05:00-03:00,2020-09-18 08:05:59-03:00,92.0,
415,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:06:00-03:00,2020-09-18 08:06:59-03:00,94.0,
416,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:07:00-03:00,2020-09-18 08:07:59-03:00,94.0,
417,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:08:00-03:00,2020-09-18 08:08:59-03:00,83.0,
418,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:09:00-03:00,2020-09-18 08:09:59-03:00,79.0,
419,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:10:00-03:00,2020-09-18 08:10:59-03:00,89.0,
420,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:11:00-03:00,2020-09-18 08:11:59-03:00,87.0,
421,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:12:00-03:00,2020-09-18 08:12:59-03:00,86.0,
422,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:13:00-03:00,2020-09-18 08:13:59-03:00,90.0,
423,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:15:00-03:00,2020-09-18 08:15:59-03:00,93.0,
424,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:16:00-03:00,2020-09-18 08:16:59-03:00,88.0,
425,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:17:00-03:00,2020-09-18 08:17:59-03:00,98.0,
426,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:18:00-03:00,2020-09-18 08:18:59-03:00,95.0,
427,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:19:00-03:00,2020-09-18 08:19:59-03:00,100.0,
428,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:20:00-03:00,2020-09-18 08:20:59-03:00,82.0,
429,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:21:00-03:00,2020-09-18 08:21:59-03:00,85.0,
430,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:22:00-03:00,2020-09-18 08:22:59-03:00,92.0,
431,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:23:00-03:00,2020-09-18 08:23:59-03:00,80.0,
432,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:24:00-03:00,2020-09-18 08:24:59-03:00,90.0,
433,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:25:00-03:00,2020-09-18 08:25:59-03:00,81.0,
434,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:26:00-03:00,2020-09-18 08:26:59-03:00,90.0,
435,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:27:00-03:00,2020-09-18 08:27:59-03:00,81.0,
436,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:28:00-03:00,2020-09-18 08:28:59-03:00,81.0,
437,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:29:00-03:00,2020-09-18 08:29:59-03:00,96.0,
438,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:30:00-03:00,2020-09-18 08:30:59-03:00,94.0,
439,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:32:00-03:00,2020-09-18 08:32:59-03:00,94.0,
440,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:33:00-03:00,2020-09-18 08:33:59-03:00,94.0,
441,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:34:00-03:00,2020-09-18 08:34:59-03:00,88.0,
442,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:36:00-03:00,2020-09-18 08:36:59-03:00,87.0,
443,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:37:00-03:00,2020-09-18 08:37:59-03:00,85.0,
444,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:38:00-03:00,2020-09-18 08:38:59-03:00,81.0,
445,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:39:00-03:00,2020-09-18 08:39:59-03:00,87.0,
446,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:40:00-03:00,2020-09-18 08:40:59-03:00,85.0,
447,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:41:00-03:00,2020-09-18 08:41:59-03:00,78.0,
448,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:42:00-03:00,2020-09-18 08:42:59-03:00,96.0,
449,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:43:00-03:00,2020-09-18 08:43:59-03:00,94.0,
450,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:44:00-03:00,2020-09-18 08:44:59-03:00,81.0,
451,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:45:00-03:00,2020-09-18 08:45:59-03:00,91.0,
452,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:46:00-03:00,2020-09-18 08:46:59-03:00,87.0,
453,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:47:00-03:00,2020-09-18 08:47:59-03:00,92.0,
454,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:48:00-03:00,2020-09-18 08:48:59-03:00,94.0,
455,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:49:00-03:00,2020-09-18 08:49:59-03:00,94.0,
456,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:50:00-03:00,2020-09-18 08:50:59-03:00,94.0,
457,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:51:00-03:00,2020-09-18 08:51:59-03:00,93.0,
458,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:52:00-03:00,2020-09-18 08:52:59-03:00,94.0,
459,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:53:00-03:00,2020-09-18 08:53:59-03:00,95.0,
460,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:54:00-03:00,2020-09-18 08:54:59-03:00,94.0,
461,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:55:00-03:00,2020-09-18 08:55:59-03:00,94.0,
462,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:56:00-03:00,2020-09-18 08:56:59-03:00,100.0,
463,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:57:00-03:00,2020-09-18 08:57:59-03:00,96.0,
464,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:58:00-03:00,2020-09-18 08:58:59-03:00,94.0,
465,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 08:59:00-03:00,2020-09-18 08:59:59-03:00,100.0,
466,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:00:00-03:00,2020-09-18 09:00:59-03:00,101.0,
467,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:01:00-03:00,2020-09-18 09:01:59-03:00,100.0,
468,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:02:00-03:00,2020-09-18 09:02:59-03:00,102.0,
469,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:03:00-03:00,2020-09-18 09:03:59-03:00,95.0,
470,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:04:00-03:00,2020-09-18 09:04:59-03:00,82.0,
471,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:05:00-03:00,2020-09-18 09:05:59-03:00,89.0,
472,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:06:00-03:00,2020-09-18 09:06:59-03:00,93.0,
473,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:07:00-03:00,2020-09-18 09:07:59-03:00,94.0,
474,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:08:00-03:00,2020-09-18 09:08:59-03:00,87.0,
475,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:09:00-03:00,2020-09-18 09:09:59-03:00,91.0,
476,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:10:00-03:00,2020-09-18 09:10:59-03:00,87.0,
477,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:11:00-03:00,2020-09-18 09:11:59-03:00,86.0,
478,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:12:00-03:00,2020-09-18 09:12:59-03:00,92.0,
479,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:13:00-03:00,2020-09-18 09:13:59-03:00,85.0,
480,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:14:00-03:00,2020-09-18 09:14:59-03:00,78.0,
481,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:15:00-03:00,2020-09-18 09:15:59-03:00,72.0,
482,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:16:00-03:00,2020-09-18 09:16:59-03:00,88.0,
483,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:17:00-03:00,2020-09-18 09:17:59-03:00,85.0,
484,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:18:00-03:00,2020-09-18 09:18:59-03:00,91.0,
485,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:19:00-03:00,2020-09-18 09:19:59-03:00,78.0,
486,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:20:00-03:00,2020-09-18 09:20:59-03:00,77.0,
487,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:21:00-03:00,2020-09-18 09:21:59-03:00,89.0,
488,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:22:00-03:00,2020-09-18 09:22:59-03:00,86.0,
489,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:23:00-03:00,2020-09-18 09:23:59-03:00,92.0,
490,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:24:00-03:00,2020-09-18 09:24:59-03:00,88.0,
491,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:27:00-03:00,2020-09-18 09:27:59-03:00,86.0,
492,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:28:00-03:00,2020-09-18 09:28:59-03:00,92.0,
493,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:29:00-03:00,2020-09-18 09:29:59-03:00,94.0,
494,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:31:00-03:00,2020-09-18 09:31:59-03:00,88.0,
495,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:32:00-03:00,2020-09-18 09:32:59-03:00,86.0,
496,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:33:00-03:00,2020-09-18 09:33:59-03:00,86.0,
497,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:34:00-03:00,2020-09-18 09:34:59-03:00,92.0,
498,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:35:00-03:00,2020-09-18 09:35:59-03:00,87.0,
499,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:36:00-03:00,2020-09-18 09:36:59-03:00,78.0,
500,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:37:00-03:00,2020-09-18 09:37:59-03:00,68.0,
501,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:38:00-03:00,2020-09-18 09:38:59-03:00,81.0,
502,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:39:00-03:00,2020-09-18 09:39:59-03:00,85.0,
503,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:40:00-03:00,2020-09-18 09:40:59-03:00,78.0,
504,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:41:00-03:00,2020-09-18 09:41:59-03:00,78.0,
505,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:42:00-03:00,2020-09-18 09:42:59-03:00,89.0,
506,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:43:00-03:00,2020-09-18 09:43:59-03:00,87.0,
507,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:44:00-03:00,2020-09-18 09:44:59-03:00,85.0,
508,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:45:00-03:00,2020-09-18 09:45:59-03:00,80.0,
509,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:46:00-03:00,2020-09-18 09:46:59-03:00,84.0,
510,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:47:00-03:00,2020-09-18 09:47:59-03:00,85.0,
511,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:48:00-03:00,2020-09-18 09:48:59-03:00,85.0,
512,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:49:00-03:00,2020-09-18 09:49:59-03:00,91.0,
513,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:50:00-03:00,2020-09-18 09:50:59-03:00,87.0,
514,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:51:00-03:00,2020-09-18 09:51:59-03:00,86.0,
515,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:52:00-03:00,2020-09-18 09:52:59-03:00,79.0,
516,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:53:00-03:00,2020-09-18 09:53:59-03:00,89.0,
517,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:54:00-03:00,2020-09-18 09:54:59-03:00,79.0,
518,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:55:00-03:00,2020-09-18 09:55:59-03:00,90.0,
519,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:56:00-03:00,2020-09-18 09:56:59-03:00,86.0,
520,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:57:00-03:00,2020-09-18 09:57:59-03:00,77.0,
521,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:58:00-03:00,2020-09-18 09:58:59-03:00,80.0,
522,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 09:59:00-03:00,2020-09-18 09:59:59-03:00,77.0,
523,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:00:00-03:00,2020-09-18 10:00:59-03:00,101.0,
524,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:01:00-03:00,2020-09-18 10:01:59-03:00,96.0,
525,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:02:00-03:00,2020-09-18 10:02:59-03:00,101.0,
526,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:03:00-03:00,2020-09-18 10:03:59-03:00,95.0,
527,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:04:00-03:00,2020-09-18 10:04:59-03:00,94.0,
528,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:05:00-03:00,2020-09-18 10:05:59-03:00,83.0,
529,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:06:00-03:00,2020-09-18 10:06:59-03:00,97.0,
530,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:07:00-03:00,2020-09-18 10:07:59-03:00,95.0,
531,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:08:00-03:00,2020-09-18 10:08:59-03:00,95.0,
532,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:09:00-03:00,2020-09-18 10:09:59-03:00,100.0,
533,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:10:00-03:00,2020-09-18 10:10:59-03:00,96.0,
534,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:11:00-03:00,2020-09-18 10:11:59-03:00,94.0,
535,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:12:00-03:00,2020-09-18 10:12:59-03:00,99.0,
536,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:13:00-03:00,2020-09-18 10:13:59-03:00,86.0,
537,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:14:00-03:00,2020-09-18 10:14:59-03:00,98.0,
538,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:15:00-03:00,2020-09-18 10:15:59-03:00,89.0,
539,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:16:00-03:00,2020-09-18 10:16:59-03:00,93.0,
540,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:17:00-03:00,2020-09-18 10:17:59-03:00,98.0,
541,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:18:00-03:00,2020-09-18 10:18:59-03:00,94.0,
542,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:19:00-03:00,2020-09-18 10:19:59-03:00,80.0,
543,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:20:00-03:00,2020-09-18 10:20:59-03:00,76.0,
544,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:21:00-03:00,2020-09-18 10:21:59-03:00,77.0,
545,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:22:00-03:00,2020-09-18 10:22:59-03:00,90.0,
546,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:23:00-03:00,2020-09-18 10:23:59-03:00,93.0,
547,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:24:00-03:00,2020-09-18 10:24:59-03:00,94.0,
548,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:25:00-03:00,2020-09-18 10:25:59-03:00,94.0,
549,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:26:00-03:00,2020-09-18 10:26:59-03:00,94.0,
550,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:27:00-03:00,2020-09-18 10:27:59-03:00,94.0,
551,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:28:00-03:00,2020-09-18 10:28:59-03:00,80.0,
552,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:29:00-03:00,2020-09-18 10:29:59-03:00,91.0,
553,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:30:00-03:00,2020-09-18 10:30:59-03:00,98.0,
554,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:31:00-03:00,2020-09-18 10:31:59-03:00,95.0,
555,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:34:00-03:00,2020-09-18 10:34:59-03:00,85.0,
556,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:35:00-03:00,2020-09-18 10:35:59-03:00,103.0,
557,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:36:00-03:00,2020-09-18 10:36:59-03:00,104.0,
558,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:37:00-03:00,2020-09-18 10:37:59-03:00,108.0,
559,HeartRate,Mi Fit,202009171106,count/min,2020-09-18 23:19:00-03:00,2020-09-18 10:38:00-03:00,2020-09-18 10:38:59-03:00,84.0,
